userId,unique_friend_count
425686,84
511794,84
547583,84
567829,84
856734,84
877499,84
882721,84
938095,84
979977,84
1324,83
3131,83
12767,83
14684,83
31236,83
33481,83
62994,83
98401,83
101626,83
121483,83
124502,83
285479,83
295773,83
347190,83
625291,83
764644,83
772746,83
945106,83
1064906,83
5363,82
17220,82
34987,82
42760,82
43565,82
98351,82
115060,82
115915,82
249141,82
308484,82
463745,82
465280,82
866,81
6034,81
24069,81
31619,81
44572,81
93463,81
97645,81
121709,81
154882,81
226362,81
352943,81
389699,81
445727,81
472947,81
504741,81
512468,81
535,80
9528,80
10067,80
23321,80
69100,80
133791,80
165784,80
173807,80
328638,80
346013,80
350002,80
351361,80
365232,80
514223,80
523916,80
578074,80
690061,80
944066,80
18819,79
24481,79
73462,79
79226,79
84422,79
102100,79
147822,79
189958,79
241530,79
269034,79
350754,79
377266,79
384447,79
401990,79
406700,79
412567,79
593460,79
860811,79
1638,78
4811,78
10634,78
17855,78
94744,78
249814,78
265978,78
309325,78
311452,78
418413,78
425471,78
456599,78
476908,78
663251,78
772675,78
1025657,78
4711,77
12144,77
18040,77
25062,77
36892,77
54057,77
58168,77
59775,77
103323,77
199785,77
209992,77
214296,77
310454,77
323694,77
324304,77
325899,77
333312,77
427335,77
451802,77
495922,77
516950,77
551820,77
562137,77
646920,77
991877,77
11786,76
18554,76
29864,76
58877,76
139342,76
143773,76
144648,76
173341,76
262198,76
301277,76
313111,76
371143,76
383861,76
399634,76
477327,76
511876,76
517739,76
644565,76
787689,76
820538,76
7759,75
10828,75
14264,75
42610,75
48246,75
104688,75
151121,75
157520,75
170693,75
205104,75
238852,75
283898,75
295793,75
407831,75
433920,75
476864,75
512264,75
607189,75
726204,75
769454,75
783332,75
901746,75
970398,75
1109709,75
10322,74
20839,74
28272,74
44923,74
82011,74
89927,74
94493,74
116395,74
180864,74
246174,74
273477,74
277071,74
278436,74
316102,74
319688,74
340652,74
340880,74
352202,74
361234,74
384164,74
387906,74
458618,74
551172,74
552335,74
631363,74
689618,74
693025,74
752828,74
753572,74
4106,73
9888,73
28465,73
31734,73
33813,73
37955,73
86637,73
91268,73
103712,73
162969,73
204869,73
217281,73
242026,73
252521,73
271568,73
275243,73
283523,73
284288,73
307285,73
400908,73
640807,73
735972,73
832016,73
844366,73
846118,73
873472,73
13585,72
14860,72
32846,72
35645,72
38724,72
54110,72
65903,72
72106,72
74714,72
109311,72
131451,72
144829,72
234911,72
267119,72
280944,72
379168,72
397561,72
517871,72
591875,72
595703,72
634855,72
750882,72
840650,72
1194894,72
2291,71
11134,71
12021,71
12092,71
58304,71
77652,71
78269,71
87505,71
92565,71
102315,71
103789,71
137908,71
268097,71
268957,71
280987,71
304834,71
331443,71
466412,71
538620,71
626126,71
646286,71
893680,71
964713,71
1094563,71
3859,70
5703,70
6157,70
12114,70
17792,70
37339,70
51258,70
64799,70
96058,70
108801,70
122307,70
149708,70
253969,70
257753,70
326869,70
399083,70
502544,70
543610,70
609848,70
611253,70
769762,70
981270,70
1209662,70
1263136,70
889,69
13669,69
35434,69
76202,69
111144,69
120323,69
121526,69
237281,69
319498,69
329869,69
345234,69
355119,69
415172,69
471888,69
528797,69
574890,69
615520,69
842451,69
1009638,69
12368,68
25050,68
29446,68
70165,68
72112,68
80907,68
98041,68
122734,68
279881,68
369241,68
382905,68
390614,68
443378,68
495235,68
500660,68
514746,68
540743,68
558231,68
832499,68
866743,68
973211,68
992003,68
1372839,68
5768,67
34452,67
37273,67
50024,67
75692,67
82324,67
90591,67
118009,67
134852,67
134920,67
142122,67
208775,67
238678,67
255303,67
287269,67
297791,67
320521,67
398084,67
447279,67
450710,67
466642,67
542440,67
559571,67
620267,67
628799,67
646651,67
667697,67
855111,67
870794,67
897801,67
1123569,67
1268,66
1527,66
3849,66
4445,66
11893,66
18567,66
33297,66
35279,66
49434,66
58039,66
105359,66
124734,66
136200,66
146384,66
155423,66
192701,66
251412,66
252248,66
283047,66
287768,66
327987,66
328820,66
356123,66
371620,66
390974,66
403788,66
438565,66
447350,66
458178,66
473416,66
539204,66
558002,66
562136,66
582280,66
701121,66
742446,66
753512,66
884778,66
1085635,66
1076,65
4877,65
30798,65
34831,65
35886,65
38755,65
40373,65
114022,65
118538,65
119311,65
121521,65
122974,65
178664,65
260973,65
268422,65
281418,65
382546,65
395563,65
431353,65
453924,65
469099,65
481444,65
482172,65
554502,65
611205,65
750716,65
786605,65
788357,65
1319002,65
78,64
3346,64
9805,64
10086,64
12823,64
24226,64
29686,64
30213,64
41188,64
42568,64
48548,64
71971,64
81014,64
91418,64
103304,64
105049,64
132290,64
171459,64
216697,64
230111,64
312788,64
453620,64
623873,64
692129,64
707298,64
738848,64
813563,64
875566,64
1018425,64
8601,63
10235,63
22149,63
23001,63
27384,63
27693,63
30212,63
33075,63
37117,63
40570,63
43876,63
44468,63
59549,63
63151,63
67924,63
69311,63
107607,63
109411,63
171478,63
185317,63
196350,63
224414,63
234752,63
235717,63
239822,63
285967,63
312573,63
326651,63
329832,63
421131,63
447939,63
466476,63
490746,63
512141,63
523252,63
1022763,63
1033714,63
1198204,63
12831,62
14150,62
20683,62
22985,62
33859,62
35474,62
44102,62
101110,62
143100,62
145744,62
146441,62
214242,62
216920,62
278967,62
296406,62
319681,62
383891,62
435788,62
520288,62
535442,62
682748,62
811032,62
829387,62
848148,62
856453,62
874956,62
961942,62
1004115,62
1062982,62
1397384,62
8684,61
18528,61
29192,61
29789,61
30281,61
56265,61
60748,61
61020,61
75579,61
77186,61
89514,61
95781,61
103852,61
124965,61
128256,61
145946,61
146850,61
151544,61
156645,61
194694,61
228783,61
249418,61
280822,61
316382,61
364860,61
397160,61
471688,61
484653,61
534751,61
554592,61
557466,61
711671,61
712392,61
784722,61
838792,61
869289,61
962791,61
1164234,61
8357,60
11590,60
31897,60
51759,60
71794,60
83358,60
84229,60
176223,60
177500,60
179966,60
253280,60
293920,60
319147,60
360293,60
435800,60
498368,60
501774,60
515236,60
557715,60
590158,60
750374,60
801269,60
1165847,60
1260859,60
6989,59
10837,59
13931,59
15498,59
15880,59
27679,59
58459,59
78855,59
92200,59
102620,59
110093,59
132158,59
139558,59
278800,59
280918,59
283439,59
292489,59
311212,59
314009,59
331121,59
332164,59
343252,59
400834,59
403170,59
467939,59
509442,59
553963,59
653648,59
661013,59
771901,59
780267,59
787109,59
891340,59
892925,59
906286,59
916648,59
975178,59
483,58
1057,58
5629,58
16510,58
17124,58
18378,58
22388,58
23823,58
26863,58
29998,58
30084,58
33559,58
35934,58
41046,58
101934,58
112967,58
137390,58
161301,58
176760,58
179694,58
181254,58
190711,58
193290,58
196740,58
199834,58
233947,58
295829,58
309852,58
328491,58
336984,58
385662,58
431971,58
445221,58
520866,58
532884,58
564668,58
595038,58
724858,58
726895,58
733900,58
742514,58
747806,58
827509,58
837374,58
864054,58
887414,58
906730,58
932223,58
983637,58
8853,57
10478,57
26774,57
53483,57
54766,57
63671,57
65004,57
76767,57
102275,57
104105,57
116639,57
121444,57
125515,57
202686,57
208555,57
209335,57
270069,57
307889,57
325764,57
358514,57
400994,57
509196,57
513060,57
525150,57
561999,57
601569,57
644567,57
718497,57
723586,57
727242,57
730800,57
736851,57
739359,57
810149,57
869418,57
1099170,57
8225,56
10594,56
13701,56
16558,56
19585,56
22858,56
25801,56
30300,56
31018,56
36311,56
37078,56
39336,56
45967,56
63356,56
64501,56
69034,56
84475,56
116313,56
154039,56
204934,56
271269,56
278366,56
285957,56
293164,56
296375,56
319985,56
344747,56
396636,56
436297,56
469845,56
512307,56
537664,56
537852,56
587883,56
597526,56
673913,56
746194,56
803997,56
808674,56
920952,56
1447441,56
3985,55
13903,55
14942,55
16256,55
22869,55
34991,55
45130,55
53415,55
63009,55
67435,55
73576,55
79281,55
104339,55
138371,55
144101,55
163829,55
178219,55
182911,55
185323,55
224761,55
228895,55
237023,55
255832,55
272102,55
275030,55
287158,55
304052,55
327090,55
358999,55
367738,55
378052,55
400855,55
416769,55
443625,55
506490,55
570777,55
595044,55
616826,55
632592,55
684933,55
728117,55
730635,55
736937,55
751691,55
780298,55
787451,55
801806,55
933452,55
1181360,55
7543,54
10571,54
12396,54
24590,54
38347,54
47019,54
54240,54
60315,54
64450,54
69748,54
74157,54
88783,54
92060,54
106434,54
119318,54
130792,54
136309,54
252624,54
279785,54
292285,54
292711,54
302999,54
324408,54
347713,54
376264,54
470779,54
472954,54
489656,54
515152,54
531753,54
619601,54
729540,54
766376,54
847129,54
874873,54
910202,54
928488,54
979023,54
1032799,54
1126060,54
1130954,54
758,53
2079,53
5009,53
12806,53
14258,53
15741,53
31556,53
33537,53
34949,53
48866,53
103827,53
111593,53
113181,53
132923,53
161192,53
180761,53
183375,53
186228,53
199515,53
200366,53
216445,53
289963,53
297715,53
297812,53
377074,53
409019,53
420209,53
458566,53
493007,53
494920,53
499543,53
642186,53
643591,53
774863,53
795782,53
797445,53
822700,53
827230,53
873795,53
890636,53
895678,53
979806,53
1246209,53
1268527,53
1278398,53
319,52
9057,52
12782,52
18833,52
25113,52
25270,52
25985,52
26994,52
39356,52
42160,52
52993,52
57005,52
58343,52
59256,52
62133,52
67191,52
74631,52
83480,52
83926,52
84150,52
93993,52
97488,52
102200,52
120607,52
130791,52
131696,52
153594,52
218928,52
244715,52
275147,52
285454,52
288684,52
293281,52
301293,52
317541,52
378473,52
388090,52
392439,52
397296,52
400510,52
453718,52
456986,52
464924,52
487071,52
496380,52
500841,52
502089,52
511869,52
522812,52
554342,52
560137,52
635368,52
759052,52
836109,52
863204,52
1023637,52
1163164,52
7841,51
12218,51
13454,51
13921,51
21264,51
25679,51
31900,51
52534,51
59631,51
90320,51
91990,51
95407,51
99199,51
99522,51
102821,51
109428,51
114567,51
126260,51
143815,51
145785,51
147446,51
147677,51
153962,51
193470,51
242362,51
261636,51
302767,51
311182,51
314829,51
317278,51
319934,51
330241,51
370867,51
383728,51
405029,51
421863,51
430749,51
434332,51
448716,51
458033,51
472335,51
524361,51
532524,51
548064,51
585517,51
615787,51
650227,51
660495,51
756860,51
803991,51
821089,51
873513,51
875363,51
904510,51
931192,51
987420,51
1040987,51
1430933,51
1546489,51
4957,50
7763,50
10464,50
14382,50
16617,50
16676,50
29967,50
30730,50
34822,50
37244,50
41350,50
59541,50
63128,50
76275,50
78146,50
91443,50
93338,50
115205,50
115385,50
116102,50
116542,50
120482,50
123333,50
128660,50
161144,50
161432,50
184882,50
216236,50
310537,50
367990,50
392597,50
395735,50
405084,50
427058,50
433854,50
501519,50
506306,50
524855,50
540266,50
558527,50
592124,50
636160,50
707094,50
717617,50
744336,50
757969,50
783590,50
797377,50
820514,50
846839,50
866830,50
870583,50
876628,50
910410,50
919115,50
989579,50
1001392,50
1002919,50
1009024,50
1010258,50
1216589,50
534,49
10282,49
10625,49
10853,49
13367,49
13845,49
14161,49
16063,49
16410,49
20842,49
27853,49
27995,49
28755,49
30059,49
30691,49
38296,49
43193,49
45255,49
45542,49
57139,49
61775,49
64074,49
80412,49
84809,49
87475,49
94877,49
107319,49
110170,49
114537,49
116078,49
136972,49
143413,49
148728,49
179118,49
191265,49
221512,49
222350,49
256200,49
268440,49
275608,49
292505,49
316515,49
350864,49
353092,49
368522,49
394365,49
416554,49
422610,49
428497,49
439590,49
447793,49
469733,49
525269,49
536126,49
582763,49
610867,49
626836,49
630173,49
687945,49
742261,49
745128,49
812869,49
816914,49
871569,49
1079616,49
1170026,49
3426,48
9978,48
11734,48
14702,48
16661,48
19760,48
20053,48
20214,48
24037,48
25624,48
30843,48
31873,48
39376,48
41624,48
48573,48
51835,48
53830,48
55968,48
62552,48
64814,48
83297,48
100092,48
114356,48
114724,48
118891,48
123932,48
134261,48
148787,48
160191,48
198722,48
223039,48
233189,48
233710,48
242977,48
263202,48
270992,48
274418,48
295737,48
311876,48
331473,48
336593,48
367249,48
388691,48
392851,48
415610,48
423350,48
431783,48
435571,48
435909,48
462564,48
466349,48
474274,48
507014,48
514841,48
541463,48
550217,48
579210,48
602640,48
630826,48
638284,48
645724,48
666545,48
709873,48
770320,48
802862,48
810944,48
844191,48
871289,48
883535,48
934177,48
936155,48
956258,48
987143,48
993571,48
1069289,48
1123484,48
1166778,48
1226273,48
1226433,48
1264,47
4008,47
10383,47
10827,47
11813,47
13006,47
14140,47
19044,47
21504,47
25068,47
26622,47
31539,47
34872,47
38341,47
56449,47
61836,47
69090,47
81668,47
87051,47
92340,47
97278,47
101506,47
123293,47
128552,47
130864,47
142452,47
152773,47
158002,47
167778,47
190127,47
196980,47
228296,47
239095,47
254458,47
258096,47
267995,47
289231,47
305666,47
307317,47
312383,47
318249,47
347487,47
378680,47
392487,47
392604,47
405511,47
434470,47
487840,47
513591,47
533929,47
557234,47
565152,47
566203,47
620799,47
621489,47
632124,47
641652,47
650868,47
751792,47
754786,47
759686,47
828540,47
852473,47
984921,47
1101501,47
1311593,47
407,46
806,46
1723,46
7257,46
8479,46
10371,46
13774,46
15683,46
15910,46
16285,46
17415,46
31803,46
35637,46
38193,46
38910,46
57388,46
62530,46
65176,46
65207,46
70426,46
81861,46
91310,46
94257,46
94346,46
95585,46
101690,46
112775,46
123709,46
129283,46
138113,46
147541,46
148372,46
162023,46
187127,46
194663,46
196480,46
199774,46
200581,46
203950,46
225327,46
234093,46
251396,46
254848,46
264984,46
267983,46
301436,46
319690,46
354602,46
354918,46
356186,46
364620,46
375723,46
382140,46
384956,46
391898,46
483705,46
530678,46
544848,46
554464,46
586880,46
631166,46
636194,46
788660,46
798752,46
835608,46
905689,46
943379,46
975572,46
1131233,46
1161793,46
1287070,46
1360368,46
1445578,46
1449463,46
6629,45
9923,45
10040,45
11970,45
12734,45
14707,45
18102,45
23906,45
31778,45
33800,45
36312,45
36766,45
37276,45
38797,45
53443,45
57864,45
59895,45
69242,45
82080,45
85008,45
90307,45
108949,45
109183,45
123198,45
127698,45
143876,45
163649,45
215120,45
215888,45
217034,45
223955,45
224493,45
230120,45
238151,45
240928,45
286904,45
299755,45
301154,45
312667,45
336799,45
343949,45
346346,45
353396,45
358238,45
375461,45
387216,45
400144,45
402550,45
410377,45
414932,45
439038,45
506297,45
531589,45
535182,45
537615,45
542228,45
572818,45
619647,45
620425,45
623275,45
645944,45
681682,45
695493,45
696544,45
720364,45
777071,45
780665,45
812753,45
841477,45
841913,45
885952,45
962948,45
973556,45
978567,45
1015130,45
1470691,45
1490687,45
581,44
616,44
6571,44
11532,44
12852,44
14440,44
14920,44
20496,44
25889,44
33694,44
38806,44
42125,44
42350,44
51869,44
66132,44
68171,44
71074,44
82519,44
90610,44
94152,44
97845,44
102949,44
108926,44
121070,44
130162,44
136539,44
143539,44
144704,44
148074,44
155895,44
157335,44
159490,44
181753,44
198153,44
223992,44
226219,44
231188,44
239910,44
241066,44
263984,44
279896,44
280137,44
293338,44
294280,44
316573,44
344155,44
344496,44
358538,44
364551,44
369906,44
373005,44
411306,44
420707,44
499142,44
504140,44
538734,44
560741,44
561200,44
641812,44
646491,44
647990,44
667757,44
740722,44
776972,44
815785,44
816149,44
842622,44
843710,44
849896,44
863276,44
870399,44
929166,44
967715,44
973014,44
975393,44
1060998,44
1062457,44
1077880,44
1116067,44
1116384,44
1336674,44
1904,43
9935,43
11378,43
13455,43
14704,43
16990,43
20083,43
20988,43
23595,43
23668,43
24140,43
27655,43
29042,43
29521,43
29553,43
36642,43
38189,43
44009,43
46425,43
48679,43
49770,43
51461,43
53318,43
53516,43
61851,43
66932,43
81845,43
84385,43
85052,43
90440,43
97186,43
98013,43
98206,43
98359,43
100351,43
105915,43
119123,43
122915,43
138065,43
141901,43
143950,43
155923,43
156842,43
161563,43
184641,43
196783,43
215171,43
227832,43
243450,43
257755,43
277622,43
287683,43
295102,43
296882,43
302319,43
315174,43
324747,43
324797,43
331509,43
338634,43
346304,43
377182,43
416627,43
419003,43
452541,43
456859,43
482049,43
482819,43
494750,43
499025,43
523933,43
566464,43
594710,43
598942,43
599253,43
605259,43
658155,43
670245,43
673111,43
689272,43
739699,43
746425,43
756593,43
785216,43
817579,43
829762,43
860111,43
883107,43
896701,43
938376,43
982652,43
1067076,43
1146424,43
1306457,43
1583494,43
1222,42
3514,42
5334,42
8683,42
10199,42
10788,42
12739,42
26221,42
33718,42
35521,42
39650,42
43509,42
44093,42
44699,42
47923,42
50198,42
70853,42
79969,42
80614,42
88998,42
91623,42
93906,42
102032,42
105390,42
109052,42
109329,42
113028,42
121005,42
123469,42
136680,42
140613,42
141818,42
152750,42
165795,42
169871,42
175434,42
183926,42
192219,42
194909,42
215277,42
244596,42
257243,42
272775,42
281431,42
286542,42
294060,42
297450,42
297785,42
304691,42
306234,42
313598,42
327501,42
369099,42
383726,42
399766,42
423295,42
423541,42
434026,42
435511,42
444177,42
455170,42
475290,42
522082,42
587238,42
601070,42
619265,42
621725,42
646048,42
700095,42
707074,42
727884,42
736906,42
756820,42
788762,42
826814,42
832645,42
836951,42
857774,42
885705,42
999022,42
1031998,42
1045110,42
1051006,42
1069792,42
1081490,42
1309257,42
1324348,42
1338802,42
1350221,42
1390794,42
295,41
612,41
2006,41
2907,41
7484,41
10266,41
12302,41
13344,41
14910,41
18363,41
18885,41
26082,41
26449,41
27728,41
28389,41
32449,41
33558,41
38548,41
38924,41
40225,41
42995,41
43650,41
45179,41
56692,41
57452,41
66398,41
68620,41
69119,41
71872,41
78374,41
78431,41
78943,41
80797,41
108566,41
114748,41
117186,41
120776,41
125815,41
143523,41
143537,41
149992,41
150077,41
154454,41
156437,41
164501,41
174280,41
194987,41
202296,41
203891,41
214769,41
226849,41
231354,41
242638,41
249419,41
268482,41
269147,41
269669,41
274411,41
277436,41
280578,41
285409,41
292980,41
305974,41
317521,41
328073,41
328618,41
333277,41
347280,41
367559,41
374106,41
375048,41
382346,41
416028,41
429154,41
436872,41
451657,41
463080,41
463090,41
474837,41
475658,41
484191,41
492498,41
497153,41
507314,41
527221,41
536340,41
554928,41
597656,41
611787,41
666501,41
670059,41
676312,41
717229,41
721571,41
730404,41
733959,41
738997,41
751066,41
761289,41
766128,41
785046,41
791731,41
875711,41
885038,41
908396,41
912543,41
1027184,41
1036503,41
1102988,41
1106780,41
1107860,41
1145228,41
1303935,41
1353599,41
1393588,41
1423640,41
1455487,41
75,40
3649,40
6871,40
10001,40
11421,40
11899,40
13475,40
19487,40
20774,40
21095,40
25271,40
34354,40
39283,40
52201,40
57143,40
60146,40
63577,40
64285,40
78285,40
88940,40
91377,40
98950,40
102862,40
104260,40
106990,40
110652,40
113834,40
116045,40
119365,40
120262,40
131320,40
136886,40
139948,40
141421,40
146815,40
169761,40
175842,40
180853,40
193245,40
196621,40
209934,40
211228,40
215289,40
215663,40
235404,40
239930,40
246602,40
246969,40
253102,40
274082,40
274993,40
278430,40
290404,40
291091,40
338294,40
338970,40
396722,40
399087,40
403820,40
417802,40
428188,40
448793,40
453766,40
453777,40
461602,40
463837,40
477263,40
499071,40
502271,40
511463,40
519237,40
524329,40
540903,40
547578,40
563396,40
574329,40
581080,40
583264,40
588855,40
591322,40
613653,40
614714,40
617332,40
642505,40
645191,40
682056,40
697581,40
766469,40
781589,40
783070,40
789519,40
821120,40
834147,40
836903,40
838677,40
846151,40
861357,40
862411,40
869236,40
909515,40
972880,40
1090387,40
1168322,40
1194021,40
1348892,40
1364714,40
1479898,40
528,39
7552,39
10175,39
11123,39
12539,39
12894,39
13178,39
16150,39
21048,39
25422,39
26588,39
27648,39
34356,39
35507,39
37943,39
38010,39
44584,39
45906,39
47551,39
49474,39
50734,39
50852,39
51448,39
51450,39
52740,39
53635,39
54314,39
54695,39
65850,39
67424,39
73011,39
77476,39
79584,39
85099,39
93174,39
96301,39
97407,39
98978,39
121941,39
122897,39
125297,39
137620,39
144980,39
150768,39
153974,39
154453,39
158757,39
161664,39
162386,39
164588,39
168035,39
174056,39
191940,39
195680,39
228561,39
232074,39
238921,39
239907,39
240989,39
264653,39
280481,39
289482,39
298593,39
305819,39
312257,39
313072,39
314113,39
321160,39
322782,39
330496,39
339026,39
350551,39
355416,39
369302,39
370538,39
378433,39
379534,39
398755,39
399263,39
404355,39
410916,39
414847,39
435524,39
447122,39
463768,39
470713,39
478708,39
482194,39
486284,39
491302,39
494759,39
516987,39
518214,39
546864,39
564315,39
581438,39
617231,39
641498,39
644661,39
646469,39
661774,39
668421,39
682094,39
720255,39
726883,39
744489,39
744556,39
764322,39
776056,39
776145,39
776870,39
797261,39
804692,39
810750,39
814583,39
827874,39
833906,39
837631,39
842075,39
867487,39
876337,39
919195,39
927328,39
978163,39
1020356,39
1071650,39
1177428,39
1323597,39
1507117,39
1215,38
6431,38
8362,38
8524,38
8541,38
10319,38
10711,38
12549,38
12937,38
13810,38
16267,38
16399,38
21386,38
23340,38
25697,38
25773,38
25858,38
26594,38
28162,38
31518,38
37394,38
40027,38
42440,38
53524,38
54048,38
61161,38
62496,38
74263,38
90833,38
93187,38
101764,38
104096,38
107259,38
109362,38
113479,38
